symbol,symbol_id,date,daily_rsi_3,daily_rsi_9,weekly_rsi_3,monthly_rsi_3,ret_5d,ret_10d
BRIGADE,334,2021-05-19,81.9,61.1,69.49,55.53,2.64,2.62
GODREJPROP,718,2021-05-19,78.15,50.7,54.76,54.13,5.27,8.56
MSTCLTD,1287,2021-05-19,77.17,59.68,65.2,63.77,-2.65,-5.43
ASHIANA,175,2021-05-20,79.56,51.47,53.59,80.01,13.74,16.42
TNPL,2014,2021-05-20,88.94,66.73,62.75,78.37,3.08,4.35
V2RETAIL,2092,2021-05-20,73.38,56.93,74.22,65.09,8.32,10.88
CANFINHOME,352,2021-05-24,77.84,56.41,54.19,54.03,2.19,1.37
LUMAXIND,1155,2021-05-24,89.25,71.37,83.62,74.1,-2.93,0.42
PAGEIND,1434,2021-05-24,77.62,63.41,77.45,83.45,0.42,1.06
SIRCA,1811,2021-05-24,88.72,66.68,86.97,77.52,2.52,0.56
ZEEL,2203,2021-05-24,83.62,65.1,86.87,60.54,5.71,9.87
REPRO,1614,2021-05-25,86.49,73.08,81.24,59.19,0.12,6.38
SFL,1748,2021-05-25,88.23,70.8,78.66,85.87,-2.54,3.75
FMGOETZE,640,2021-05-26,91.34,65.61,78.42,54.48,10.97,8.42
HONAUT,836,2021-05-26,86.35,61.23,59.74,55.9,-4.06,-5.68
LTTS,1154,2021-05-26,83.95,63.94,66.25,92.33,-1.31,1.27
TRITURBINE,2035,2021-05-26,84.17,62.08,64.35,86.5,12.53,13.21
DABUR,455,2021-05-31,78.91,57.58,64.44,69.87,1.49,5.18
IGL,868,2021-05-31,85.77,66.98,72.7,78.96,-0.08,0.38
MAYURUNIQ,1219,2021-05-31,91.3,65.49,87.68,91.07,7.91,11.35
TATACOMM,1953,2021-05-31,72.18,50.82,75.3,58.5,13.94,24.46
ZOTA,2214,2021-05-31,69.46,55.77,90.99,53.82,12.89,15.54
HUHTAMAKI,845,2021-06-01,84.41,66.01,82.39,67.79,2.03,2.77
HDFCLIFE,791,2021-06-02,81.93,59.19,70.95,67.05,1.33,2.4
ESCORTS,594,2021-06-03,89.17,68.98,79.42,53.93,-1.4,-4.16
ICRA,855,2021-06-03,90.36,59.11,51.69,65.17,7.43,3.53
RATNAMANI,1587,2021-06-03,76.68,65.48,76.38,91.01,-0.1,1.02
TATAINVEST,1956,2021-06-03,94.4,72.73,86.44,82.21,7.96,3.36
SHRIPISTON,1787,2021-06-07,87.34,62.56,63.98,92.47,-0.46,14.06
APLLTD,141,2021-06-08,91.65,70.26,82.04,60.94,1.17,1.18
AUROPHARMA,206,2021-06-11,85.36,61.36,59.59,61.71,-5.68,-5.89
OFSS,1395,2021-06-11,83.55,65.25,72.77,89.01,-4.15,-1.53
SHRIPISTON,1787,2021-06-17,83.04,67.84,91.09,92.47,16.33,11.51
MPSLTD,1283,2021-06-23,81.02,51.0,50.63,80.87,5.87,5.99
NURECA,1386,2021-06-24,81.46,64.68,88.13,88.5,-1.98,3.35
RAMCOIND,1580,2021-06-25,81.04,64.89,67.51,70.19,0.16,-0.8
APCOTEXIND,138,2021-06-28,76.4,55.97,56.53,84.8,0.09,5.2
CARBORUNIV,360,2021-06-28,86.27,64.66,86.52,99.08,5.52,5.56
LINDEINDIA,1137,2021-06-28,79.58,60.44,80.07,62.54,5.89,8.33
GICRE,684,2021-06-29,89.2,66.79,55.73,79.87,-0.56,-7.29
NEULANDLAB,1345,2021-06-29,78.04,54.14,69.22,61.5,5.26,8.61
BALPHARMA,249,2021-06-30,86.93,64.16,57.66,86.72,-4.09,-5.35
DEEPAKNTR,484,2021-06-30,75.76,61.08,84.15,84.24,7.4,8.28
POWERINDIA,1510,2021-06-30,83.64,65.31,70.46,81.18,0.11,1.27
ALKYLAMINE,103,2021-07-01,90.37,67.65,72.42,96.14,-1.04,1.65
UNICHEMLAB,2065,2021-07-01,77.88,55.66,51.75,66.38,0.3,2.3
ASAHISONG,171,2021-07-02,85.5,57.99,54.04,90.26,0.09,4.95
BLUEDART,318,2021-07-02,83.41,58.99,61.63,53.13,-0.45,-2.06
BOROLTD,328,2021-07-02,83.32,65.15,79.32,61.95,2.61,-1.83
FINEORG,629,2021-07-02,82.7,55.38,51.58,88.25,2.73,1.67
GUJALKALI,758,2021-07-02,81.49,60.13,78.01,91.7,5.18,9.8
PRSMJOHNSN,1539,2021-07-02,84.4,61.16,62.46,93.22,-1.41,3.72
360ONE,3,2021-07-05,87.04,67.99,77.24,85.73,1.49,14.96
ARVINDFASN,168,2021-07-05,89.68,64.72,86.25,86.34,14.55,25.73
BBL,266,2021-07-05,78.33,56.65,65.78,91.4,6.3,8.17
GMMPFAUDLR,704,2021-07-05,73.94,56.22,55.22,61.59,-0.16,-2.79
HAVELLS,780,2021-07-05,86.2,62.03,64.91,79.48,1.97,6.58
HINDALCO,814,2021-07-05,79.59,61.53,70.32,85.81,-0.31,1.9
IPCALAB,932,2021-07-05,78.99,53.45,71.32,66.66,3.75,3.74
VEDL,2106,2021-07-05,84.73,62.77,64.93,88.75,-0.55,-2.77
ATULAUTO,202,2021-07-06,92.28,65.11,64.5,83.11,18.33,10.47
EMMBI,575,2021-07-06,80.68,60.84,64.36,92.6,-2.96,14.57
ARVINDFASN,168,2021-07-07,82.4,69.48,86.25,86.34,19.35,37.82
BUTTERFLY,344,2021-07-07,86.94,61.77,63.54,76.51,4.16,-0.62
TEAMLEASE,1970,2021-07-07,94.86,76.99,80.37,86.74,1.8,2.32
GABRIEL,649,2021-07-08,84.01,67.61,74.32,91.19,2.49,-1.07
SANDHAR,1698,2021-07-08,88.43,74.93,87.97,84.66,11.84,14.96
BHARTIARTL,297,2021-07-09,78.21,58.46,56.06,74.92,0.91,1.45
MAHESHWARI,1175,2021-07-09,70.84,53.24,50.81,63.27,-0.7,-1.03
APARINDS,136,2021-07-12,87.85,72.46,83.29,93.35,0.47,17.63
APCOTEXIND,138,2021-07-12,84.83,68.41,60.37,87.64,-4.17,3.23
KOLTEPATIL,1074,2021-07-12,78.01,59.02,79.7,69.33,7.02,8.05
LAOPALA,1113,2021-07-12,82.54,61.98,65.81,86.02,-3.4,-2.81
PRSMJOHNSN,1539,2021-07-12,83.29,67.54,76.19,93.22,1.3,1.38
ADVENZYMES,56,2021-07-13,82.61,56.5,55.35,56.21,-3.7,-3.65
HINDCOMPOS,815,2021-07-13,78.04,64.54,67.01,84.97,-4.12,-2.92
HUHTAMAKI,845,2021-07-13,90.86,74.7,89.32,75.89,-2.19,-1.93
ICICIBANK,851,2021-07-13,82.63,66.87,79.95,79.9,-3.47,3.02
LUPIN,1157,2021-07-13,80.32,54.81,62.07,50.29,0.76,-5.33
INDIGOPNTS,893,2021-07-14,82.99,63.87,76.86,63.77,-1.19,-2.12
LTIM,1153,2021-07-14,88.94,69.12,75.36,90.18,4.54,10.08
HINDZINC,822,2021-07-15,92.83,72.88,67.26,59.57,-5.37,-7.69
MUNJALSHOW,1298,2021-07-15,89.54,56.09,54.43,78.42,-1.39,7.19
BALPHARMA,249,2021-07-16,88.72,64.23,68.4,61.74,-4.86,-2.01
BATAINDIA,264,2021-07-16,81.54,62.8,66.32,81.16,-2.56,3.89
BHARTIARTL,297,2021-07-16,78.35,62.42,65.4,74.92,0.53,4.43
TCI,1963,2021-07-19,80.61,56.53,62.55,72.28,4.23,8.07
BHARTIARTL,297,2021-07-22,70.19,61.66,76.38,74.92,3.74,9.51
CHOLAHLDNG,398,2021-07-22,81.48,64.78,70.14,82.23,-4.77,-1.33
GSFC,749,2021-07-23,81.68,64.02,70.23,93.4,3.73,2.93
SOLARA,1831,2021-07-23,86.31,61.71,62.35,63.94,-3.74,3.99
CHAMBLFERT,388,2021-07-26,88.87,71.61,77.2,85.5,-1.85,0.71
EIDPARRY,553,2021-07-26,82.4,59.51,73.07,93.93,0.92,-4.7
SUNTV,1905,2021-07-26,81.64,67.23,87.33,83.83,4.67,-1.32
IMPAL,879,2021-07-27,93.52,69.08,90.03,90.75,2.12,-1.91
FMGOETZE,640,2021-07-29,71.88,51.06,52.58,55.34,-1.93,-5.93
GPPL,729,2021-07-29,79.28,56.91,63.74,72.73,-4.69,-4.92
PPL,1513,2021-07-30,79.35,56.41,56.46,81.96,-0.43,-6.51
SOLARINDS,1832,2021-07-30,87.44,70.63,87.86,92.68,3.94,3.24
ADANIPORTS,46,2021-08-02,78.23,52.74,60.77,70.15,1.14,2.15
BPCL,332,2021-08-02,69.68,54.43,51.09,68.86,-1.16,1.35
BRITANNIA,336,2021-08-02,80.56,58.3,78.23,76.95,3.75,4.3
EICHERMOT,552,2021-08-02,79.22,50.84,74.15,62.98,4.86,-4.1
GUFICBIO,757,2021-08-02,85.02,65.95,68.06,88.34,-2.13,13.13
ROSSARI,1638,2021-08-02,89.21,72.67,91.17,91.79,6.76,4.7
TCS,1967,2021-08-02,69.21,52.3,71.6,82.86,3.21,7.88
TITAN,2009,2021-08-02,78.43,67.06,85.8,90.27,1.56,3.71
BANARISUG,253,2021-08-03,84.87,68.72,90.18,60.5,-6.74,-3.62
LAURUSLABS,1117,2021-08-05,81.74,61.23,74.01,81.7,5.53,1.23
SHREEPUSHK,1782,2021-08-06,77.22,57.67,57.55,75.49,2.83,-10.05
HESTERBIO,802,2021-08-09,67.52,48.08,52.0,54.9,3.25,-5.07
BLUEDART,318,2021-08-12,74.41,50.86,57.51,68.25,3.07,2.12
TTKPRESTIG,2041,2021-08-12,84.62,61.89,52.1,68.02,-1.66,-3.43
PGHH,1475,2021-08-13,78.95,58.58,52.93,73.83,-0.88,7.27
ASIANPAINT,182,2021-08-20,88.82,70.27,79.9,88.83,-2.45,7.26
PIDILITIND,1480,2021-08-20,83.56,58.97,64.21,96.97,-1.85,2.66
UNIVPHOTO,2079,2021-08-20,82.38,64.12,79.01,93.44,1.14,17.25
CIPLA,404,2021-08-24,73.05,52.96,60.75,66.45,3.29,3.58
CREST,438,2021-08-24,86.26,63.86,72.62,90.08,-1.48,-1.92
OPTIEMUS,1411,2021-08-24,74.1,50.75,75.99,79.21,27.55,62.71
PGHH,1475,2021-08-24,81.64,64.47,87.71,73.83,6.4,7.09
AFFLE,65,2021-08-26,70.27,53.35,65.82,57.17,11.02,21.76
ASIANPAINT,182,2021-08-30,83.56,65.86,84.42,88.83,6.65,8.16
BERGEPAINT,282,2021-08-30,79.78,52.04,61.8,64.43,3.0,2.99
BFINVEST,285,2021-08-30,81.53,47.26,63.55,52.42,8.27,5.74
COLPAL,416,2021-08-30,87.78,62.16,70.21,65.49,0.2,1.99
HERCULES,799,2021-08-30,78.1,44.72,54.49,51.41,3.63,0.71
IGL,868,2021-08-30,85.08,51.56,75.2,62.44,7.41,10.36
KANPRPLA,1031,2021-08-30,81.46,51.41,61.18,63.71,8.58,4.05
MAZDOCK,1221,2021-08-30,74.2,49.17,69.45,55.27,4.39,5.02
PIDILITIND,1480,2021-08-30,80.93,58.87,73.98,96.97,3.5,6.49
RIIL,1623,2021-08-30,74.47,47.59,57.42,57.65,14.66,9.16
ROUTE,1642,2021-08-30,74.73,55.84,64.14,75.06,2.15,1.53
SREEL,1857,2021-08-30,76.74,47.16,63.67,55.27,15.91,15.76
TIPSMUSIC,2005,2021-08-30,82.06,51.43,64.79,61.78,2.47,17.34
CYIENT,453,2021-08-31,81.79,60.74,70.0,93.89,4.28,13.66
EICHERMOT,552,2021-08-31,85.12,63.18,76.24,62.98,5.37,6.07
JKCEMENT,985,2021-08-31,84.95,61.12,84.44,94.58,8.37,3.79
MARICO,1205,2021-08-31,87.16,66.02,75.21,93.52,2.25,3.25
INDHOTEL,884,2021-09-01,90.31,67.64,72.11,91.98,-0.24,5.48
TAJGVK,1940,2021-09-01,81.99,57.75,50.84,71.8,-0.67,3.38
ERIS,591,2021-09-02,87.7,66.15,70.54,68.58,1.34,1.27
KRBL,1085,2021-09-02,81.19,53.69,59.51,80.93,1.9,5.23
MCX,1228,2021-09-02,78.33,58.59,69.75,70.26,7.55,3.32
PPL,1513,2021-09-02,84.78,59.86,63.8,50.53,-1.57,-2.78
VINATIORGA,2129,2021-09-02,82.68,52.49,50.89,70.51,6.12,0.41
ACCELYA,35,2021-09-03,82.58,57.33,54.0,66.77,-1.8,-4.98
FINPIPE,632,2021-09-03,87.75,59.25,57.51,84.58,6.31,9.29
GRINFRA,742,2021-09-03,84.43,57.27,51.82,100.0,-3.64,-3.04
BLUESTARCO,320,2021-09-06,82.85,58.31,67.57,71.1,5.42,3.07
ITDC,947,2021-09-06,88.22,64.3,78.77,76.92,-1.46,7.43
JBCHEPHARM,969,2021-09-06,87.35,61.73,63.58,82.22,-1.88,-0.54
ZFCVINDIA,2210,2021-09-06,84.98,54.08,73.22,73.97,2.03,-1.17
ABCAPITAL,25,2021-09-07,84.05,58.36,62.12,52.3,1.82,-2.35
DICIND,507,2021-09-07,74.78,54.45,58.96,63.72,1.65,1.15
GULPOLY,765,2021-09-07,83.82,58.09,63.28,83.74,-1.89,-1.6
HITECHGEAR,827,2021-09-07,75.79,41.87,60.19,52.13,13.49,4.97
BODALCHEM,324,2021-09-08,81.95,61.86,62.08,71.01,0.36,-0.94
CDSL,369,2021-09-08,85.03,61.36,74.51,76.5,9.9,1.2
HONAUT,836,2021-09-08,84.73,65.73,77.27,70.6,3.29,5.99
PFC,1470,2021-09-08,84.1,64.75,81.25,88.84,3.14,4.58
BORORENEW,329,2021-09-09,81.95,59.1,61.07,70.37,0.0,-2.01
GUJALKALI,758,2021-09-09,79.28,57.11,54.86,92.89,6.0,30.19
IIFL,870,2021-09-09,86.49,63.46,68.43,66.42,-4.82,-5.8
PILANIINVS,1483,2021-09-09,79.67,59.1,59.43,58.54,0.76,1.87
RAMCOIND,1580,2021-09-09,82.91,58.59,60.17,56.52,-0.61,-2.72
XELPMOC,2194,2021-09-09,83.4,58.24,53.98,66.11,0.55,-0.17
ZEEL,2203,2021-09-09,84.75,61.73,56.76,82.23,39.59,74.26
ATUL,201,2021-09-13,90.39,75.54,88.64,99.43,0.17,-1.62
GSFC,749,2021-09-13,80.26,57.26,64.66,72.53,3.84,15.82
HERITGFOOD,800,2021-09-13,68.29,49.91,72.06,65.57,1.35,0.65
CHEMFAB,392,2021-09-14,75.2,59.83,50.36,69.52,-3.64,9.42
EVEREADY,604,2021-09-14,79.69,53.37,69.5,79.39,4.22,14.0
GODFRYPHLP,713,2021-09-14,84.4,55.92,78.11,87.77,4.75,6.18
INDUSINDBK,909,2021-09-14,89.08,67.46,90.5,83.94,9.74,9.47
KCP,1040,2021-09-14,77.27,48.85,61.43,57.35,-1.03,-3.38
TRIVENI,2036,2021-09-14,85.18,57.14,63.36,75.1,-4.27,-0.2
TVSELECT,2044,2021-09-14,80.38,61.88,50.06,51.73,-3.82,-5.7
BSOFT,342,2021-09-15,87.42,65.87,66.7,84.5,2.15,-3.68
IMFA,878,2021-09-15,86.32,56.32,55.41,61.09,-4.89,-0.11
LMW,1141,2021-09-15,87.67,60.25,76.27,71.11,-1.01,2.02
NESCO,1341,2021-09-15,86.24,63.68,57.9,65.65,1.07,-0.24
INTELLECT,923,2021-09-16,77.45,56.6,60.77,58.74,4.49,7.19
DEEPAKFERT,483,2021-09-17,83.1,59.88,61.8,78.95,-1.44,-3.35
MOTILALOFS,1279,2021-09-17,79.73,55.57,52.45,61.66,6.56,6.59
PNBHOUSING,1496,2021-09-17,86.33,58.3,55.78,59.41,-0.69,-4.16
UNOMINDA,2080,2021-09-21,76.93,63.89,78.98,80.76,-0.82,-2.03
CREST,438,2021-09-22,92.23,69.28,72.29,83.61,-1.73,-4.37
GODREJIND,717,2021-09-22,83.03,60.79,68.27,77.11,1.18,0.05
CGCL,385,2021-09-23,91.46,65.32,61.32,72.08,-0.45,2.21
PILANIINVS,1483,2021-09-23,83.33,67.36,74.35,58.54,-2.41,2.27
SILINV,1803,2021-09-23,70.98,53.54,68.47,69.91,12.46,22.19
ZUARI,2215,2021-09-24,87.82,58.82,53.19,66.49,5.97,7.79
ZUARIIND,2216,2021-09-24,86.23,62.46,56.51,61.06,-1.76,10.36
AGARIND,69,2021-09-27,82.13,58.24,76.3,80.55,12.53,19.98
AUBANK,203,2021-09-27,66.76,46.11,59.39,62.92,5.8,7.8
CSBBANK,443,2021-09-27,80.85,59.55,61.49,56.67,2.4,0.37
EMAMIPAP,569,2021-09-27,76.35,49.0,55.48,65.64,2.15,1.43
VOLTAMP,2150,2021-09-27,89.38,68.43,81.71,70.86,3.66,1.2
WONDERLA,2189,2021-09-27,84.97,59.19,72.5,73.65,3.81,5.69
KIRLOSBROS,1062,2021-09-28,61.89,46.88,79.77,65.71,12.5,7.98
POWERGRID,1509,2021-09-28,86.33,71.39,84.05,92.69,3.26,5.11
AKZOINDIA,95,2021-09-29,78.27,63.45,70.26,56.35,-0.52,-0.59
CSBBANK,443,2021-09-29,80.59,65.92,61.49,56.67,-2.33,0.41
AVADHSUGAR,211,2021-09-30,78.37,55.78,77.11,59.29,6.81,9.55
CGCL,385,2021-09-30,68.02,57.79,76.88,72.08,2.68,0.85
KAUSHALYA,1036,2021-09-30,71.51,52.14,57.02,56.01,21.15,5.77
ROLEXRINGS,1635,2021-09-30,68.92,46.55,50.07,100.0,1.1,0.92
RSWM,1652,2021-09-30,78.66,55.2,60.22,58.9,22.92,12.06
TANLA,1943,2021-09-30,82.21,58.73,70.95,50.76,4.21,5.74
VOLTAMP,2150,2021-09-30,79.15,68.03,81.71,70.86,-0.64,-1.69
LOVABLE,1147,2021-10-01,92.62,66.55,79.52,69.49,5.34,14.41
ADANIENT,44,2021-10-04,75.4,58.45,73.55,53.41,0.86,2.8
ADOR,50,2021-10-04,87.29,67.25,73.76,71.23,0.29,-0.1
BORORENEW,329,2021-10-04,85.22,65.11,82.29,92.74,11.04,54.24
CONSOFINVT,423,2021-10-05,85.23,62.26,86.06,99.79,17.51,4.39
FOSECOIND,646,2021-10-05,74.36,56.92,69.98,58.24,-0.5,-2.25
GRSE,747,2021-10-05,77.07,62.82,81.43,81.72,14.54,9.91
CCL,368,2021-10-06,87.97,63.66,72.36,53.56,2.98,-7.1
UPL,2081,2021-10-06,74.74,51.98,56.13,54.58,2.77,-1.35
FIEMIND,625,2021-10-07,91.54,68.42,91.19,99.34,8.33,-0.93
VLSFINANCE,2146,2021-10-07,80.78,62.66,55.3,50.28,-0.93,-5.79
ZUARIIND,2216,2021-10-07,83.14,67.34,82.56,59.89,-2.25,-5.68
GREENPLY,739,2021-10-11,89.16,68.91,86.86,80.19,10.26,12.23
KNRCON,1071,2021-10-11,87.25,59.74,70.94,54.22,1.19,-5.31
HESTERBIO,802,2021-10-12,89.69,73.16,68.13,55.85,-5.36,-5.58
CHOLAFIN,397,2021-10-13,83.85,63.37,70.97,82.78,3.31,2.44
PGIL,1477,2021-10-13,82.62,55.88,56.17,52.81,-4.24,-4.24
SANDHAR,1698,2021-10-13,91.27,68.6,74.91,51.84,-6.98,-8.1
TATACONSUM,1954,2021-10-13,87.76,62.22,63.73,65.17,-3.93,-4.53
BDL,273,2021-10-14,84.95,63.07,63.04,68.37,10.12,3.71
CARERATING,361,2021-10-18,79.74,61.61,67.62,67.14,-2.75,-5.23
JKTYRE,990,2021-10-18,91.4,70.36,75.37,56.14,-5.16,-8.34
TVTODAY,2049,2021-10-18,87.83,64.83,66.54,89.51,-1.42,3.85
SMARTLINK,1822,2021-10-19,94.44,68.44,75.26,56.48,-0.96,-3.84
ABB,23,2021-10-21,78.67,59.53,75.98,87.53,5.79,12.3
JASH,963,2021-10-26,85.03,59.9,53.53,57.93,-0.17,-3.04
NH,1351,2021-10-26,77.39,61.02,65.46,67.2,4.07,3.47
POONAWALLA,1508,2021-10-26,74.0,51.03,57.64,71.67,7.81,10.99
ULTRACEMCO,2061,2021-10-26,76.49,46.11,67.04,68.99,6.11,11.52
SHREECEM,1780,2021-10-27,72.14,51.03,59.32,66.52,3.11,3.21
ASHIANA,175,2021-11-01,78.89,52.75,62.08,51.25,2.45,4.04
DABUR,455,2021-11-01,71.46,47.65,59.57,53.72,1.03,2.17
LALPATHLAB,1109,2021-11-01,71.88,53.37,55.7,66.7,-0.16,-1.22
MAXHEALTH,1217,2021-11-01,66.68,50.53,56.08,74.77,-1.34,6.46
HGS,809,2021-11-02,80.02,53.12,52.73,71.27,2.54,0.05
SALZERELEC,1689,2021-11-02,80.33,54.69,80.68,83.05,24.59,33.9
APOLLOHOSP,143,2021-11-03,81.12,60.76,61.25,83.48,2.9,25.91
CREST,438,2021-11-04,81.28,62.48,62.29,91.01,3.23,1.24
HCG,785,2021-11-04,70.82,55.83,55.99,70.08,7.19,3.56
MMP,1259,2021-11-04,82.55,63.37,75.16,57.03,-1.14,-8.97
MAYURUNIQ,1219,2021-11-09,75.87,51.9,75.92,60.2,8.29,6.69
MAYURUNIQ,1219,2021-11-11,71.94,56.24,75.92,60.2,4.8,4.26
NAUKRI,1319,2021-11-12,83.47,56.98,57.28,50.29,-5.22,-8.75
NESTLEIND,1342,2021-11-12,74.65,55.32,53.44,67.67,-0.77,-0.74
RATNAMANI,1587,2021-11-12,89.09,66.65,74.88,80.11,-4.44,-8.96
CANTABIL,354,2021-11-15,81.4,59.77,79.01,84.4,1.83,6.48
SILINV,1803,2021-11-16,84.5,64.28,57.49,62.09,-1.55,-4.75
NDGL,1330,2021-11-22,68.02,49.79,81.64,55.45,13.81,5.45
POLYMED,1505,2021-11-23,78.57,64.64,74.79,82.09,8.73,3.35
POLYPLEX,1506,2021-11-23,83.88,59.33,76.41,92.29,6.34,5.4
BIL,302,2021-11-24,69.44,53.03,72.12,58.11,16.25,12.32
ITDC,947,2021-11-25,82.45,58.24,50.53,53.11,2.1,-3.17
GHCL,681,2021-11-30,66.7,48.33,64.96,57.15,1.13,0.71
DCMSHRIRAM,476,2021-12-01,83.6,53.89,61.74,63.81,2.47,-1.21
JSWENERGY,1002,2021-12-02,75.85,53.04,54.48,54.21,-6.68,-6.95
RAMCOSYS,1581,2021-12-02,66.35,48.69,82.19,57.73,13.99,16.21
SWANCORP,1929,2021-12-02,75.64,43.15,54.19,71.82,0.83,27.53
GVT&D,769,2021-12-06,70.98,51.67,67.29,61.16,4.05,-0.04
ANURAS,135,2021-12-07,84.67,62.03,72.26,94.58,2.7,3.6
DLINKINDIA,520,2021-12-07,77.48,51.91,77.29,76.24,9.24,2.2
HINDOILEXP,818,2021-12-07,60.82,44.48,61.18,64.92,12.29,3.35
INSECTICID,921,2021-12-07,73.66,59.02,61.54,66.29,-2.11,-8.21
MAITHANALL,1180,2021-12-07,72.31,54.1,61.07,51.2,2.67,-5.29
APOLLOTYRE,145,2021-12-08,76.1,51.51,59.22,58.78,-0.09,-3.59
BAJAJELEC,233,2021-12-08,73.23,48.46,68.39,70.31,21.06,28.36
BODALCHEM,324,2021-12-08,79.83,51.66,51.82,50.54,0.09,-2.01
ELECTHERM,563,2021-12-08,78.12,54.38,71.65,68.3,6.46,-1.34
KAJARIACER,1019,2021-12-08,84.08,58.42,56.85,79.6,2.69,4.63
PRAJIND,1517,2021-12-08,81.53,55.07,68.05,57.05,-3.57,-10.22
PSPPROJECT,1543,2021-12-08,78.64,57.59,73.35,57.95,0.15,-11.06
VHLTD,2119,2021-12-08,73.32,50.61,62.53,81.05,22.22,6.94
BALRAMCHIN,250,2021-12-09,77.44,59.65,63.38,69.01,-3.42,-0.64
CHEMBOND,389,2021-12-09,82.09,56.39,71.39,51.93,3.14,-0.24
DHANUKA,499,2021-12-09,78.76,52.78,58.08,62.46,0.19,-2.77
GODREJCP,716,2021-12-09,73.93,53.35,62.36,54.97,-1.64,4.0
GOLDENTOBC,722,2021-12-09,79.31,50.67,57.99,63.9,6.23,7.37
NATCOPHARM,1316,2021-12-09,81.85,64.96,73.51,55.2,-0.6,-2.79
PAR,1443,2021-12-09,81.21,51.06,57.74,75.88,1.78,-2.36
TTKPRESTIG,2041,2021-12-09,80.63,57.72,68.34,57.15,0.08,-9.26
CCL,368,2021-12-10,85.8,64.87,70.66,79.03,-2.18,-2.7
MANALIPETC,1188,2021-12-10,85.95,59.12,57.29,59.55,-6.39,-10.47
NAHARSPING,1312,2021-12-13,84.45,54.58,60.79,83.24,-3.42,-0.66
ANDHRSUGAR,124,2021-12-14,78.41,44.05,51.78,76.83,1.53,18.84
BUTTERFLY,344,2021-12-14,74.21,55.87,85.93,78.65,12.45,27.37
ECLERX,548,2021-12-14,73.48,53.13,56.78,94.74,1.61,12.37
GOODLUCK,725,2021-12-14,88.61,61.92,78.53,83.56,8.31,24.57
KEC,1043,2021-12-14,73.37,53.13,60.78,66.96,2.2,3.5
GODREJIND,717,2021-12-16,80.77,60.33,62.93,85.96,2.69,4.27
SASKEN,1714,2021-12-17,78.85,60.58,54.42,65.04,7.6,11.11
WIPRO,2187,2021-12-17,85.48,67.68,73.75,92.63,4.12,6.64
HCLTECH,787,2021-12-21,82.56,66.76,86.36,79.06,6.55,10.66
ANDHRSUGAR,124,2021-12-22,77.24,61.29,79.33,76.83,16.62,9.32
CAPLIPOINT,358,2021-12-23,81.19,57.07,56.59,64.69,8.15,7.14
CIPLA,404,2021-12-23,77.12,56.26,55.67,50.06,4.73,1.35
CRAFTSMAN,434,2021-12-23,76.06,50.57,50.76,55.63,1.73,4.31
ABBOTINDIA,24,2021-12-27,72.26,55.33,70.44,59.07,2.61,-2.56
AMRUTANJAN,120,2021-12-27,81.13,58.68,73.72,87.63,1.92,1.54
MACPOWER,1165,2021-12-27,74.0,52.74,52.2,79.43,0.03,-1.44
SUMICHEM,1893,2021-12-27,78.77,58.27,75.02,55.5,3.73,5.15
APOLLOTYRE,145,2021-12-28,76.04,55.64,65.84,58.78,4.91,7.81
COCHINSHIP,412,2021-12-28,77.07,46.31,67.37,53.29,2.47,2.54
MAZDOCK,1221,2021-12-28,79.04,56.74,70.26,87.06,7.33,2.98
RUPA,1662,2021-12-28,72.58,50.72,70.17,53.34,6.73,20.75
ULTRACEMCO,2061,2021-12-28,71.37,53.59,66.68,63.23,3.3,2.7
AFFLE,65,2021-12-29,78.91,57.07,68.43,71.16,20.26,29.46
APOLLOHOSP,143,2021-12-29,79.54,48.56,50.84,57.62,-0.07,0.76
GOACARBON,709,2021-12-29,82.74,55.34,77.99,64.91,14.76,17.28
TATAELXSI,1955,2021-12-29,82.33,51.88,54.98,90.43,4.5,7.13
AMRUTANJAN,120,2021-12-30,83.91,66.8,73.72,87.63,0.86,-1.92
TRENT,2031,2021-12-31,79.53,61.89,65.65,88.47,1.9,9.38
VLSFINANCE,2146,2021-12-31,82.24,56.08,53.76,63.84,2.4,3.15
ARIHANTSUP,156,2022-01-03,84.8,57.21,62.35,93.72,0.87,3.85
ASTERDM,188,2022-01-03,71.59,46.81,59.96,51.76,3.17,5.86
CANFINHOME,352,2022-01-03,82.18,55.03,62.16,60.1,4.09,9.32
CHOLAFIN,397,2022-01-03,75.85,52.61,69.25,71.74,4.45,11.81
GRASIM,734,2022-01-03,79.06,53.07,76.22,73.72,10.67,15.47
LMW,1141,2022-01-03,85.25,56.6,73.78,93.12,8.12,15.35
MPSLTD,1283,2022-01-03,73.21,49.99,68.26,59.31,11.92,10.53
NSIL,1381,2022-01-03,86.49,58.41,72.02,52.81,4.72,5.67
TATAINVEST,1956,2022-01-03,88.69,59.6,57.58,72.17,3.62,8.87
BHARATGEAR,293,2022-01-04,82.45,58.89,79.76,78.27,13.9,11.73
FINOPB,631,2022-01-04,62.04,40.46,56.55,100.0,7.72,4.45
WELINV,2174,2022-01-04,80.99,59.18,83.54,56.95,20.63,16.4
NELCO,1338,2022-01-05,83.61,61.86,63.33,90.68,10.84,11.26
REDINGTON,1598,2022-01-05,77.35,57.84,84.08,81.06,10.31,11.29
DENORA,491,2022-01-06,91.57,66.21,81.65,84.86,-2.98,0.38
